rw-river-article__title,rw-entity-meta__tag-link 2,rw-entity-meta__tag-value__list__item 2,rw-entity-meta__tag-value__list__item,rw-river-article__title href,rw-entity-meta__tag-link href,rw-entity-meta__tag-link,rw-entity-meta__tag-link href 2,rw-entity-meta__tag-value--status--past,rw-entity-meta__tag-label 2,rw-entity-meta__tag-label 3,rw-entity-meta__tag-value--status--ongoing
Sudan: Floods - Jun 2017,Sudan,,1 more,https://reliefweb.int/disaster/fl-2017-000088-sdn,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/sdn,Past Disaster,Disaster types,Affected country,
Ethiopia: Measles Outbreak - May 2017,Ethiopia,,"",https://reliefweb.int/disaster/ep-2017-000069-eth,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/eth,Past Disaster,Disaster type,Affected country,
East Africa: Armyworm Infestation - Mar 2017,Kenya,,5 more,https://reliefweb.int/disaster/2017-000041-ken,https://reliefweb.int/disasters?list=Insect%20Infestation%20Disasters&advanced-search=%28TY5255%29,Insect Infestation,https://reliefweb.int/country/ken,Past Disaster,Disaster type,Affected countries,
Rwanda: Severe Local Storm - Apr 2017,Rwanda,,"",https://reliefweb.int/disaster/st-2017-000035-rwa,https://reliefweb.int/disasters?list=Severe%20Local%20Storm%20Disasters&advanced-search=%28TY4656%29,Severe Local Storm,https://reliefweb.int/country/rwa,Past Disaster,Disaster type,Affected country,
Burundi: Malaria Outbreak - Mar 2017,Burundi,,"",https://reliefweb.int/disaster/ep-2017-000034-bdi,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/bdi,Past Disaster,Disaster type,Affected country,
Southern Africa: Armyworm Infestation - Jan 2017,Zimbabwe,,10 more,https://reliefweb.int/disaster/2017-000019-zmb,https://reliefweb.int/disasters?list=Insect%20Infestation%20Disasters&advanced-search=%28TY5255%29,Insect Infestation,https://reliefweb.int/country/zwe,Past Disaster,Disaster type,Affected countries,
Somalia: Measles Outbreak - Dec 2016,Somalia,,"",https://reliefweb.int/disaster/ep-2016-000131-som,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/som,"",Disaster type,Affected country,
Tanzania: Earthquake - Sept 2016,Tanzania,,1 more,https://reliefweb.int/disaster/eq-2016-000098-tza,https://reliefweb.int/disasters?list=Earthquake%20Disasters&advanced-search=%28TY4628%29,Earthquake,https://reliefweb.int/country/tza,Past Disaster,Disaster type,Affected countries,
Burundi: Cholera Outbreak - Jul 2016,Burundi,,"",https://reliefweb.int/disaster/ce-2015-000182-bdi,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/bdi,Past Disaster,Disaster type,Affected country,
South Sudan: Cholera Outbreak - Jul 2016,South Sudan,,1 more,https://reliefweb.int/disaster/ep-2016-000074-ssd,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ssd,Past Disaster,Disaster type,Affected countries,
Ethiopia: Acute Watery Diarrhoea (AWD) Outbreak - May 2016,Ethiopia,,"",https://reliefweb.int/disaster/ep-2016-000143-eth,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/eth,Past Disaster,Disaster type,Affected country,
Sudan: Floods - Jun 2016,Sudan,,1 more,https://reliefweb.int/disaster/fl-2016-000072-sdn,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/sdn,Past Disaster,Disaster types,Affected country,
Somalia: Floods - May 2016,Somalia,,"",https://reliefweb.int/disaster/fl-2016-000046-som,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,Past Disaster,Disaster type,Affected country,
Kenya: Floods - Apr 2016,Kenya,,"",https://reliefweb.int/disaster/fl-2016-000042-ken,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ken,Past Disaster,Disaster type,Affected country,
Somalia: Cholera Outbreak - Apr 2016,Somalia,,"",https://reliefweb.int/disaster/ep-2016-000053-som,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/som,"",Disaster type,Affected country,
Uganda: Yellow Fever Outbreak - Apr 2016,Uganda,,"",https://reliefweb.int/disaster/ep-2016-000059-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,Past Disaster,Disaster type,Affected country,
Ethiopia: Floods - Apr 2016,Ethiopia,,"",https://reliefweb.int/disaster/fl-2016-000045-eth,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/eth,Past Disaster,Disaster type,Affected country,
Tanzania: Floods - Jan 2016,Tanzania,,"",https://reliefweb.int/disaster/fl-2016-000011-tza,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,Past Disaster,Disaster type,Affected country,
Kenya: Floods - Nov 2015,Kenya,,3 more,https://reliefweb.int/disaster/fl-2015-000169-ken,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ken,Past Disaster,Disaster types,Affected country,
Tropical Cyclone Megh - Nov 2015,Yemen,,1 more,https://reliefweb.int/disaster/tc-2015-000152-yem,https://reliefweb.int/disasters?list=Tropical%20Cyclone%20Disasters&advanced-search=%28TY4618%29,Tropical Cyclone,https://reliefweb.int/country/yem,Past Disaster,Disaster type,Affected countries,
Burundi: Floods - Nov 2015,Burundi,,"",https://reliefweb.int/disaster/fl-2015-000176-bdi,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/bdi,Past Disaster,Disaster type,Affected country,
Tropical Cyclone Chapala - Nov 2015,Yemen,,2 more,https://reliefweb.int/disaster/tc-2015-000149-yem,https://reliefweb.int/disasters?list=Tropical%20Cyclone%20Disasters&advanced-search=%28TY4618%29,Tropical Cyclone,https://reliefweb.int/country/yem,Past Disaster,Disaster type,Affected countries,
Ethiopia: Floods - Oct 2015,Ethiopia,,1 more,https://reliefweb.int/disaster/fl-2015-000161-eth,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/eth,Past Disaster,Disaster types,Affected country,
Somalia: Floods - Oct 2015,Somalia,,1 more,https://reliefweb.int/disaster/fl-2015-000145-som,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/som,Past Disaster,Disaster types,Affected country,
South Sudan: Food Insecurity - 2015-2022,South Sudan,,1 more,https://reliefweb.int/disaster/ce-2015-000183-ssd,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/ssd,Past Disaster,Disaster types,Affected country,
South Sudan: Cholera Outbreak - Jun 2015,South Sudan,,"",https://reliefweb.int/disaster/ep-2015-000073-ssd,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ssd,Past Disaster,Disaster type,Affected country,
Ethiopia: Drought - 2015-2024,Ethiopia,,"",https://reliefweb.int/disaster/dr-2015-000109-eth,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/eth,"",Disaster type,Affected country,
Somalia: Drought - 2015-2024,Somalia,,"",https://reliefweb.int/disaster/dr-2015-000134-som,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/som,"",Disaster type,Affected country,
Burundi/Tanzania: Cholera Outbreak - May 2015,Tanzania,,1 more,https://reliefweb.int/disaster/ep-2015-000058-tza,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/tza,Past Disaster,Disaster type,Affected countries,
Rwanda: Floods and Landslides - Apr 2015,Rwanda,,1 more,https://reliefweb.int/disaster/fl-2015-000042-rwa,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/rwa,Past Disaster,Disaster types,Affected country,
Somalia: Floods - Apr 2015,Somalia,,1 more,https://reliefweb.int/disaster/fl-2015-000040-som,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/som,Past Disaster,Disaster types,Affected country,
Burundi: Landslides and Floods - Mar 2015,Burundi,,1 more,https://reliefweb.int/disaster/ls-2015-000031-bdi,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/bdi,Past Disaster,Disaster types,Affected country,
Sudan/South Sudan: Measles Outbreak - Mar 2015,Sudan,,1 more,https://reliefweb.int/disaster/ep-2015-000038-sdn,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/sdn,Past Disaster,Disaster type,Affected countries,
Tanzania: Hail Storms - Mar 2015,Tanzania,,2 more,https://reliefweb.int/disaster/st-2015-000019-tza,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/tza,Past Disaster,Disaster types,Affected country,
Kenya: Cholera Outbreak - Feb 2015,Kenya,,"",https://reliefweb.int/disaster/ep-2015-000013-ken,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ken,Past Disaster,Disaster type,Affected country,
Somalia: Floods - Oct 2014,Somalia,,"",https://reliefweb.int/disaster/fl-2014-000150-som,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,Past Disaster,Disaster type,Affected country,
Ethiopia: Floods - Oct 2014,Ethiopia,,"",https://reliefweb.int/disaster/fl-2014-000152-eth,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/eth,Past Disaster,Disaster type,Affected country,
South Sudan: Kala-azar Outbreak - Sep 2014,South Sudan,,"",https://reliefweb.int/disaster/ep-2014-000170-ssd,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ssd,Past Disaster,Disaster type,Affected country,
Kenya: Drought - 2014-2024,Kenya,,"",https://reliefweb.int/disaster/dr-2014-000131-ken,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/ken,"",Disaster type,Affected country,
South Sudan: Floods - Aug 2014,South Sudan,,1 more,https://reliefweb.int/disaster/fl-2014-000123-ssd,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ssd,Past Disaster,Disaster types,Affected country,
Sudan: Floods - Jul 2014,Sudan,,1 more,https://reliefweb.int/disaster/fl-2014-000098-sdn,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/sdn,,Disaster types,Affected country,
Somalia: Measles Outbreak - May 2014,Somalia,,"",https://reliefweb.int/disaster/ep-2014-000093-som,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/som,,Disaster type,Affected country,
South Sudan: Cholera Outbreak - May 2014,South Sudan,,"",https://reliefweb.int/disaster/ep-2014-000064-ssd,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ssd,,Disaster type,Affected country,
Tanzania: Floods - Apr 2014,Tanzania,,1 more,https://reliefweb.int/disaster/fl-2014-000053-tza,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/tza,,Disaster types,Affected country,
West Africa: Ebola Outbreak - Mar 2014,Liberia,,15 more,https://reliefweb.int/disaster/ep-2014-000041-gin,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/lbr,,Disaster type,Affected countries,
Burundi: Floods and Landslides - Feb 2014,Burundi,,2 more,https://reliefweb.int/disaster/fl-2014-000019-bdi,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/bdi,,Disaster types,Affected country,
Tanzania: Flash Floods - Jan 2014,Tanzania,,1 more,https://reliefweb.int/disaster/ff-2014-000009-tza,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/tza,,Disaster types,Affected country,
Sudan: Yellow Fever Outbreak - Nov 2013,Sudan,,"",https://reliefweb.int/disaster/ep-2013-000146-sdn,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/sdn,,Disaster type,Affected country,
Somalia: Floods - Nov 2013,Somalia,,"",https://reliefweb.int/disaster/fl-2013-000141-som,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,,Disaster type,Affected country,
Somalia: Tropical Cyclone - Nov 2013,Somalia,,2 more,https://reliefweb.int/disaster/tc-2013-000140-som,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/som,,Disaster types,Affected country,
South Sudan: Measles Outbreak - Sep 2013,South Sudan,,"",https://reliefweb.int/disaster/ep-2013-000126-ssd,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ssd,,Disaster type,Affected country,
Uganda: Measles Outbreak - Aug 2013,Uganda,,"",https://reliefweb.int/disaster/ep-2013-000096-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,,Disaster type,Affected country,
South Sudan: Floods - Aug 2013,South Sudan,,1 more,https://reliefweb.int/disaster/fl-2013-000108-ssd,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ssd,,Disaster types,Affected country,
Sudan: Flash Floods - Aug 2013,Sudan,,1 more,https://reliefweb.int/disaster/ff-2013-000091-sdn,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/sdn,,Disaster types,Affected country,
Ethiopia: Yellow Fever Outbreak - May 2013,Ethiopia,,"",https://reliefweb.int/disaster/ep-2013-000067-eth,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/eth,,Disaster type,Affected country,
South Sudan: Meningitis Outbreak - May 2013,South Sudan,,"",https://reliefweb.int/disaster/ep-2013-000065-ssd,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ssd,,Disaster type,Affected country,
Horn of Africa: Polio Outbreak - May 2013,Somalia,,4 more,https://reliefweb.int/disaster/ep-2013-000064-ken,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/som,,Disaster type,Affected countries,
Uganda: Cholera Outbreak - May 2013,Uganda,,"",https://reliefweb.int/disaster/ep-2013-000058-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,,Disaster type,Affected country,
Uganda: Floods - May 2013,Uganda,,1 more,https://reliefweb.int/disaster/fl-2013-000055-uga,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/uga,,Disaster types,Affected country,
Somalia: Floods - Apr 2013,Somalia,,1 more,https://reliefweb.int/disaster/fl-2013-000052-som,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/som,,Disaster types,Affected country,
Ethiopia: Floods - Apr 2013,Ethiopia,,1 more,https://reliefweb.int/disaster/fl-2013-000050-eth,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/eth,,Disaster types,,
Kenya: Floods - Mar 2013,Kenya,,1 more,https://reliefweb.int/disaster/fl-2013-000038-ken,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ken,,Disaster types,,
Kenya: Floods - Jan 2013,Kenya,,2 more,https://reliefweb.int/disaster/fl-2013-000004-ken,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ken,,Disaster types,,
Sudan: Yellow Fever Outbreak - Oct 2012,Sudan,,"",https://reliefweb.int/disaster/ep-2012-000184-sdn,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/sdn,,Disaster type,,
Uganda: Marburg Fever Outbreak - Oct 2012,Uganda,,"",https://reliefweb.int/disaster/ep-2012-000182-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,,Disaster type,,
Burundi: Cholera Outbreak - Oct 2012,Burundi,,"",https://reliefweb.int/disaster/ep-2012-000187-bdi,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/bdi,,Disaster type,,
Somalia: Floods - Sep 2012,Somalia,,"",https://reliefweb.int/disaster/fl-2012-000173-som,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,,Disaster type,,
Uganda: Ebola Outbreak - Jul 2012,Uganda,,"",https://reliefweb.int/disaster/ep-2012-000124-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,,Disaster type,,
South Sudan: Floods - Jun 2012,South Sudan,,"",https://reliefweb.int/disaster/fl-2012-000128-ssd,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ssd,,Disaster type,,
Sudan: Floods - Jun 2012,Sudan,,"",https://reliefweb.int/disaster/fl-2012-000129-sdn,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/sdn,,Disaster type,,
Uganda: Landslides - Jun 2012,Uganda,,"",https://reliefweb.int/disaster/ls-2012-000105-uga,https://reliefweb.int/disasters?list=Land%20Slide%20Disasters&advanced-search=%28TY4728%29,Land Slide,https://reliefweb.int/country/uga,,Disaster type,,
Ethiopia: Floods - May 2012,Ethiopia,,1 more,https://reliefweb.int/disaster/ff-2012-000081-eth,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/eth,,Disaster types,,
Rwanda: Floods - Apr 2012,Rwanda,,"",https://reliefweb.int/disaster/fl-2012-000067-rwa,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/rwa,,Disaster type,,
Kenya: Floods - Apr 2012,Kenya,,2 more,https://reliefweb.int/disaster/ff-2012-000062-ken,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ken,,Disaster types,,
Uganda: Cholera Outbreak - Feb 2012,Uganda,,"",https://reliefweb.int/disaster/ep-2012-000031-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,,Disaster type,,
Tanzania: Floods and Landslides - Dec 2011,Tanzania,,"",https://reliefweb.int/disaster/fl-2011-000183-tza,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,,Disaster type,,
Somalia: Floods - Oct 2011,Somalia,,1 more,https://reliefweb.int/disaster/fl-2011-000161-som,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/som,,Disaster types,,
South Sudan: Flash Floods - Sep 2011,South Sudan,,"",https://reliefweb.int/disaster/ff-2011-000143-ssd,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ssd,,Disaster type,,
Kenya: Floods - Aug 2011,Kenya,,1 more,https://reliefweb.int/disaster/fl-2011-000115-ken,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/ken,,Disaster types,,
Ethiopia: Floods - Aug 2011,Ethiopia,,1 more,https://reliefweb.int/disaster/fl-2011-000124-eth,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/eth,,Disaster types,,
Uganda: Floods and Mudslides - Aug 2011,Uganda,,1 more,https://reliefweb.int/disaster/ms-2011-000110-uga,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/uga,,Disaster types,Affected country,
Sudan: Floods - Aug 2011,Sudan,,1 more,https://reliefweb.int/disaster/fl-2011-000120-sdn,https://reliefweb.int/disasters?list=Flash%20Flood%20Disasters&advanced-search=%28TY4624%29,Flash Flood,https://reliefweb.int/country/sdn,,Disaster types,Affected country,
Burundi: Cholera Outbreak - Aug 2011,Burundi,,"",https://reliefweb.int/disaster/ep-2011-000126-bdi,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/bdi,,Disaster type,Affected country,
Horn of Africa Crisis: 2011-2012,Somalia,,1 more,https://reliefweb.int/disaster/dr-2011-000029-ken,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/som,,Disaster types,Affected countries,
Rwanda: Severe Local Storm - Apr 2011,Rwanda,,2 more,https://reliefweb.int/disaster/fl-2011-000051-rwa,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/rwa,,Disaster types,Affected country,
Uganda: Ebola Outbreak - May 2011,Uganda,,"",https://reliefweb.int/disaster/ep-2011-000052-uga,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/uga,,Disaster type,Affected country,
Burundi: Floods - Mar 2011,Burundi,,"",https://reliefweb.int/disaster/fl-2011-000037-bdi,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/bdi,,Disaster type,Affected country,
Kenya: Measles Outbreak - Dec 2010,Kenya,,"",https://reliefweb.int/disaster/ep-2010-000263-ken,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/ken,,Disaster type,Affected country,
Kenya: Floods - Aug 2010,Kenya,,"",https://reliefweb.int/disaster/fl-2010-000174-ken,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ken,,Disaster type,Affected country,
Ethiopia: Floods - Jul 2010,Ethiopia,,"",https://reliefweb.int/disaster/fl-2010-000179-eth,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/eth,,Disaster type,Affected country,
Sudan: Floods - Jul 2010,Sudan,,"",https://reliefweb.int/disaster/fl-2010-000139-sdn,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/sdn,,Disaster type,Affected country,
West/Central Africa: Floods - Jun 2010,Benin,,"",https://reliefweb.int/disaster/fl-2010-000118-gha,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ben,,Disaster type,Affected countries,
East Africa: Floods - Mar 2010,Burundi,,"",https://reliefweb.int/disaster/ls-2010-000040-uga,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/bdi,,Disaster type,Affected countries,
Somalia: Floods - Mar 2010,Somalia,,"",https://reliefweb.int/disaster/fl-2010-000041-som,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,,Disaster type,Affected country,
Kenya: Floods - Dec 2009,Kenya,,"",https://reliefweb.int/disaster/fl-2010-000003-ken,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ken,,Disaster type,Affected country,
